CompanyID,CompanyName,Industry,Country,YearsOperating,Employees,MonthlyRevenue,MonthlyExpenses,MarketingBudget,NewCustomers,RepeatCustomers,CustomerSatisfaction,EmployeeTurnover,ProductInnovation,MarketShare,RevenueGrowth,ProfitMargin
BG-04177,Bright Tektek Systems,Manufacturing,Germany,25,209,241669.01,176622.7,16491.44,50,69,6.82,12.82,8.07,16.92,5.89,26.92
BG-04178,Summit Solmed Ventures,Technology,France,30,504,119266.49,77212.03,6701.23,63,105,7.83,12.99,5.29,19.41,31.92,35.26
BG-04179,Bright Cortek Systems,Real Estate,Australia,40,237,56912.81,40035.28,3526.21,31,86,6.42,20.41,7.18,8.66,19.55,29.66
BG-04180,Apex Oramar Holdings,Technology,United Kingdom,35,180,605870.78,462536.54,18682.59,122,163,6.8,13.62,7.45,16.32,24.88,23.66
BG-04181,Blue Orazen Ventures,Logistics,Brazil,14,501,507937.29,393358.53,50915.41,124,276,6.68,12.1,6.3,12.35,15.73,22.56
BG-04182,Prime Medmed Group,Education,Germany,29,131,296056.22,260608.4,9201.67,55,66,8.46,6.87,4.55,20.32,17.64,11.97
BG-04183,Vertex Finlum Works,Real Estate,United Kingdom,9,31,250367.85,173319.83,31778.41,21,45,6.08,14.11,4.44,13.08,22.37,30.77
BG-04184,Vertex Lumtek Works,Real Estate,Nigeria,4,209,455531.75,272883.92,47947.91,52,104,6.51,9.67,7.97,4.58,36.55,40.1
BG-04185,Vertex Oravia Works,Energy,India,5,74,580525.34,451088.42,47986.65,49,190,6.97,17.8,5.15,16.98,10.97,22.3
BG-04186,Nova Corfin Labs,Education,Australia,12,80,272512.92,191339.33,9998.9,44,127,7.49,12.44,6.12,32.96,7.16,29.79
BG-04187,Summit Zenvia Dynamics,Logistics,Nigeria,20,64,365786.59,313567.56,46851.14,40,190,8.27,15.42,8.32,17.73,15.98,14.28
BG-04188,Apex Oramar Holdings,Real Estate,United Kingdom,13,85,1616825.39,1284170.45,36620.15,58,473,8.32,19.48,5.15,17.97,19.46,20.57
BG-04189,Summit Tekzen Labs,Healthcare,United Kingdom,32,131,535518.16,353081.07,37228.39,49,93,7.28,4.85,3.9,18.75,2.25,34.07
BG-04190,Nova Corvia Ventures,Education,South Africa,18,99,187069.84,133829.49,11102.51,20,39,7.46,15.04,5.09,11.51,26.13,28.46
BG-04191,Prime Marfin Works,Education,Nigeria,31,260,63282.53,45669.51,7060.81,9,20,8.08,17.95,7.02,11.56,33.06,27.83
BG-04192,Vertex Viafin Works,Logistics,Germany,10,491,265209.23,214889.95,31253.09,43,76,6.44,11.14,5.81,22.22,-5.22,18.97
BG-04193,Blue Viacor Systems,Real Estate,France,4,194,473101.88,239694.7,55834.7,29,152,6.97,16.92,6.72,6.42,22.49,49.34
BG-04194,Bright Tekmar Ventures,Logistics,Canada,14,272,83987.67,55944.77,8923.36,5,18,8.27,26.26,5.47,9.17,18.55,33.39
BG-04195,Bright Zenlum Works,Technology,Brazil,18,396,151115.63,104740.18,20058.98,10,39,9.33,1.0,9.44,0.9,38.46,30.69
BG-04196,Blue Solcor Labs,Retail,Germany,11,424,709314.63,467385.53,52162.08,501,1902,7.84,11.91,5.41,6.14,0.59,34.11
BG-04197,Summit Lumvia Labs,Finance,Australia,5,106,590141.66,374877.25,77308.45,76,158,6.25,10.75,5.9,18.53,-1.91,36.48
BG-04198,Prime Viazen Dynamics,Retail,United Kingdom,18,194,37177.19,31705.54,5131.82,3,8,5.86,21.21,6.06,13.6,23.1,14.72
BG-04199,Bright Teksol Holdings,Healthcare,Canada,18,40,65190.08,39811.12,4327.64,5,13,7.96,19.63,5.39,28.09,20.97,38.93
BG-04200,Summit Viafin Ventures,Retail,Nigeria,44,468,249486.26,146867.05,7523.19,44,82,7.21,23.11,6.62,2.6,9.93,41.13
BG-04201,Vertex Fintek Labs,Logistics,Brazil,31,134,123843.04,95205.24,8631.63,19,63,8.03,26.05,5.57,11.87,32.76,23.12
BG-04202,Apex Solora Group,Retail,Australia,28,265,314715.97,224645.8,26197.52,124,320,6.92,24.64,2.44,17.57,26.16,28.62
BG-04203,Apex Fintek Group,Hospitality,Brazil,36,423,118980.93,119547.01,3520.41,24,46,8.58,15.56,5.07,14.39,7.66,-0.48
BG-04204,Apex Finvia Ventures,Healthcare,United States,6,272,746907.24,545267.38,13665.81,126,67,8.9,16.75,6.19,13.61,30.45,27.0
BG-04205,Vertex Solmed Works,Hospitality,India,23,366,350697.93,230892.29,22465.2,43,93,7.97,18.5,6.78,12.18,14.31,34.16
BG-04206,Bright Finfin Group,Education,Brazil,28,102,84800.24,53444.03,3264.42,8,24,9.82,8.5,6.91,6.35,8.71,36.98
BG-04207,Prime Zenmar Systems,Logistics,France,33,186,291197.76,233670.84,6349.72,157,364,5.99,18.67,4.66,37.19,5.33,19.76
BG-04208,Bright Viazen Ventures,Healthcare,Germany,41,106,265774.75,170666.2,29237.67,54,49,7.29,9.48,7.7,15.1,29.55,35.79
BG-04209,Prime Viavia Labs,Healthcare,South Africa,20,434,213501.3,166827.67,9004.27,143,424,5.25,6.11,7.71,15.97,14.3,21.86
BG-04210,Apex Tekzen Labs,Manufacturing,United Kingdom,37,91,1298819.15,905876.01,25216.32,90,331,7.83,16.15,5.15,17.1,22.33,30.25
BG-04211,Summit Teksol Works,Finance,United Kingdom,30,145,256583.83,171076.28,15108.5,23,59,8.77,16.57,7.39,1.7,14.08,33.33
BG-04212,Blue Medsol Ventures,Retail,France,1,1099,116867.13,111693.05,10921.15,6,18,6.8,22.81,6.15,7.05,23.61,4.43
BG-04213,Vertex Marmed Works,Retail,Canada,13,109,283991.56,193788.41,11498.95,85,175,8.13,29.05,6.03,5.49,26.79,31.76
BG-04214,Summit Marmar Group,Logistics,Australia,19,597,464536.96,381960.63,25845.49,19,65,6.47,19.11,5.32,10.39,-10.06,17.78
BG-04215,Apex Viasol Holdings,Real Estate,Brazil,3,32,628136.31,425129.8,22955.93,142,463,6.94,16.55,4.07,3.02,-9.1,32.32
BG-04216,Blue Solcor Labs,Manufacturing,Canada,9,602,1533423.11,1174193.44,197727.71,240,578,6.36,25.0,6.55,17.8,2.88,23.43
BG-04217,Vertex Fincor Holdings,Manufacturing,South Africa,29,512,422269.96,351679.97,29282.1,66,142,5.77,22.53,3.83,15.27,10.48,16.72
BG-04218,Apex Corora Works,Healthcare,United States,30,82,181302.49,128349.8,16995.87,12,30,9.02,11.37,5.92,25.12,-5.56,29.21
BG-04219,Bright Lumsol Systems,Healthcare,Brazil,29,725,137031.41,103297.38,18079.22,24,93,8.95,24.88,3.32,15.58,0.69,24.62
BG-04220,Apex Oracor Group,Manufacturing,Canada,15,222,363150.15,287100.42,27656.76,60,145,9.43,16.42,6.54,11.56,19.33,20.94
BG-04221,Nova Sollum Ventures,Healthcare,France,15,450,261124.95,206649.23,11799.53,69,438,10.0,13.0,5.81,20.3,20.27,20.86
BG-04222,Summit Viafin Dynamics,Technology,Nigeria,33,127,307015.07,229325.17,18364.74,54,150,8.83,18.87,8.61,5.03,70.37,25.3
BG-04223,Blue Marmar Labs,Real Estate,United Kingdom,32,322,585677.08,379715.83,79554.22,33,67,7.01,12.02,7.23,3.36,17.32,35.17
BG-04224,Vertex Solfin Works,Technology,India,15,970,221974.78,139788.29,10562.0,36,78,8.33,17.61,7.95,31.77,8.88,37.03
BG-04225,Nova Lumvia Dynamics,Energy,South Africa,18,251,223363.1,172502.89,22707.77,26,89,8.38,11.98,7.28,12.72,12.4,22.77
BG-04226,Prime Solmar Systems,Hospitality,Germany,32,185,225972.14,194469.81,11565.76,42,61,6.72,29.91,4.04,8.18,3.53,13.94
BG-04227,Prime Medfin Holdings,Manufacturing,Germany,36,1297,631202.88,509033.8,84454.86,64,302,7.01,15.69,6.51,9.83,12.29,19.35
BG-04228,Bright Zensol Dynamics,Retail,Brazil,20,206,408523.8,319077.65,30044.51,7,126,6.52,16.96,5.3,7.13,22.95,21.89
BG-04229,Vertex Medzen Works,Logistics,United Kingdom,33,78,417349.2,301726.95,14954.37,69,137,5.41,19.38,6.29,5.9,9.18,27.7
BG-04230,Bright Zencor Labs,Logistics,Brazil,44,405,115218.82,94979.89,14156.22,116,199,7.36,20.47,4.05,3.88,-1.19,17.57
BG-04231,Blue Solvia Works,Manufacturing,United Kingdom,14,1673,1755971.3,1201003.44,77895.62,71,737,7.54,13.9,7.57,6.91,42.19,31.6
BG-04232,Nova Zensol Dynamics,Manufacturing,Australia,5,220,354350.09,295246.19,31410.73,63,100,6.81,15.0,5.88,2.16,16.04,16.68
BG-04233,Bright Viamed Holdings,Hospitality,Germany,10,188,222620.13,178021.98,27573.22,47,226,6.86,33.25,6.93,9.09,13.84,20.03
BG-04234,Summit Medora Holdings,Real Estate,Canada,34,202,293636.07,237190.52,13889.35,75,259,6.38,23.35,7.37,4.66,12.49,19.22
BG-04235,Vertex Medfin Labs,Technology,South Africa,24,303,484174.81,347656.21,29974.34,39,145,7.45,22.37,7.24,8.6,34.61,28.2
BG-04236,Prime Oramar Works,Technology,South Africa,43,174,202494.22,134188.94,27721.35,16,28,7.05,6.9,6.53,12.79,8.9,33.73
BG-04237,Summit Zentek Works,Technology,Brazil,6,58,185445.65,118444.85,17632.64,47,119,7.69,2.52,7.36,13.2,34.55,36.13
BG-04238,Nova Medmar Systems,Retail,Australia,11,169,159219.43,111585.14,18099.91,5,61,7.69,24.68,8.03,5.68,38.81,29.92
BG-04239,Vertex Solzen Group,Logistics,Canada,12,373,294017.37,229002.9,13693.98,189,556,4.99,26.07,5.99,22.06,14.38,22.11
BG-04240,Summit Sollum Ventures,Real Estate,South Africa,37,244,232970.32,149602.16,7642.09,45,75,7.3,17.81,7.53,6.74,22.75,35.78
BG-04241,Blue Medvia Holdings,Finance,Nigeria,39,127,117372.64,82774.61,7496.2,108,377,7.59,6.11,6.57,3.65,24.93,29.48
BG-04242,Blue Finfin Group,Technology,United Kingdom,8,402,216642.12,138764.18,12902.08,143,498,8.26,23.01,7.4,8.56,31.48,35.95
BG-04243,Vertex Viamar Dynamics,Logistics,Brazil,29,490,830709.35,632755.53,94598.52,75,353,7.22,20.93,4.23,43.84,-10.46,23.83
BG-04244,Prime Zenvia Group,Education,Australia,1,200,78573.17,56248.17,4103.21,14,35,8.39,10.7,4.58,9.7,14.25,28.41
BG-04245,Bright Marsol Ventures,Energy,Germany,24,304,1113915.04,529778.95,46097.38,127,277,6.8,13.73,5.26,2.19,21.91,52.44
BG-04246,Bright Oralum Ventures,Real Estate,United Kingdom,42,59,563214.79,398479.53,43060.31,51,147,7.32,3.66,7.02,35.84,7.44,29.25
BG-04247,Blue Cormed Holdings,Finance,South Africa,41,173,723630.69,554637.28,39461.3,160,279,7.23,12.92,6.86,27.54,27.75,23.35
BG-04248,Summit Marcor Systems,Finance,United Kingdom,13,234,1139207.99,718997.23,125674.65,49,129,8.14,15.22,8.32,32.36,29.98,36.89
BG-04249,Nova Marfin Systems,Finance,India,33,65,557650.69,323828.81,9803.67,58,88,8.1,11.93,7.11,10.25,17.25,41.93
BG-04250,Apex Medmar Ventures,Real Estate,France,37,51,2331165.07,1749835.67,57636.56,680,1659,7.3,9.81,6.85,8.1,12.35,24.94
BG-04251,Apex Solcor Ventures,Logistics,India,13,354,123699.47,107223.31,5206.75,8,24,7.66,18.55,3.77,17.93,30.42,13.32
BG-04252,Bright Medtek Ventures,Real Estate,India,35,58,744428.14,576112.72,24962.24,303,621,7.85,11.69,7.19,5.85,7.17,22.61
BG-04253,Prime Martek Systems,Education,Australia,28,132,205344.34,145171.32,22944.74,42,48,8.62,18.88,6.35,3.0,6.71,29.3
BG-04254,Summit Lummar Dynamics,Finance,Canada,40,185,218947.85,128920.18,5768.72,98,174,7.19,13.65,5.8,6.38,2.84,41.12
BG-04255,Apex Finmed Works,Hospitality,France,35,164,143295.44,111208.68,6121.16,22,109,8.36,38.56,5.57,15.44,6.65,22.39
BG-04256,Summit Oralum Systems,Finance,India,2,137,1114749.13,859591.92,20840.91,182,306,8.44,9.85,7.6,10.03,34.58,22.89
BG-04257,Prime Solzen Systems,Real Estate,Brazil,29,147,209176.99,160669.35,28105.14,27,97,8.06,7.47,6.92,13.11,10.87,23.19
BG-04258,Summit Cortek Group,Finance,Australia,20,124,155617.59,102121.61,5157.38,23,49,8.62,8.75,7.27,2.34,20.75,34.38
BG-04259,Prime Marvia Holdings,Education,United States,5,80,211356.2,150414.92,19160.76,11,43,8.93,18.61,5.8,8.93,20.96,28.83
BG-04260,Apex Oravia Labs,Hospitality,South Africa,5,88,498086.63,354360.66,31155.59,54,83,6.79,22.27,5.46,16.5,9.6,28.86
BG-04261,Vertex Viamed Labs,Technology,United Kingdom,12,96,1783773.64,1158653.02,194110.42,1705,2422,7.78,19.52,8.43,15.05,27.57,35.04
BG-04262,Bright Solmar Labs,Logistics,South Africa,9,433,253013.3,218027.01,8061.54,46,63,7.35,11.13,6.62,1.69,25.46,13.83
BG-04263,Nova Teksol Dynamics,Technology,Brazil,24,138,699914.05,512039.14,65572.96,78,216,8.52,2.73,7.99,15.03,24.79,26.84
BG-04264,Summit Zenlum Labs,Finance,Nigeria,27,103,242856.49,164461.66,8256.95,99,324,5.51,4.49,8.3,16.94,40.94,32.28
BG-04265,Summit Sollum Dynamics,Hospitality,Brazil,29,263,1301377.6,963821.79,60002.0,150,681,6.29,27.78,5.97,14.67,-15.92,25.94
BG-04266,Vertex Teksol Ventures,Technology,Nigeria,14,14,416523.17,310865.86,11847.66,42,106,8.04,23.16,6.52,4.86,29.23,25.37
BG-04267,Summit Medtek Dynamics,Manufacturing,Australia,25,733,214790.41,195451.65,5378.55,45,66,5.75,22.92,4.65,22.24,14.3,9.0
BG-04268,Bright Finlum Labs,Retail,Brazil,41,771,137089.47,95998.68,10102.91,15,29,6.47,26.7,5.4,18.19,-10.42,29.97
BG-04269,Prime Oracor Labs,Healthcare,India,41,212,39589.48,29106.56,3217.78,21,37,7.94,12.33,6.82,2.04,11.41,26.48
BG-04270,Apex Orafin Dynamics,Technology,Germany,14,270,164778.05,69313.22,9703.08,11,1,7.33,15.64,6.71,16.9,19.72,57.94
BG-04271,Summit Marora Holdings,Logistics,Canada,20,52,431953.0,349385.89,19281.47,40,24,6.54,12.13,7.42,5.75,20.29,19.11
BG-04272,Bright Fintek Labs,Manufacturing,United States,40,417,2557911.79,2235488.51,177197.1,1534,3253,6.58,12.82,5.94,12.58,7.55,12.6
BG-04273,Prime Marlum Dynamics,Hospitality,France,19,700,306827.81,287438.6,26268.23,40,76,8.77,33.04,5.68,8.94,18.2,6.32
BG-04274,Blue Tekfin Systems,Energy,Brazil,27,326,909227.21,670712.87,22341.87,101,687,7.84,7.91,6.69,13.9,21.7,26.23
BG-04275,Summit Medcor Holdings,Real Estate,United States,30,125,858005.51,626013.91,75856.78,180,405,9.98,22.01,7.19,20.09,12.71,27.04
BG-04276,Vertex Viafin Holdings,Retail,Brazil,5,496,272132.42,233235.56,30293.31,11,43,7.39,23.65,4.83,12.19,23.41,14.29
BG-04277,Apex Lumfin Group,Technology,United States,41,57,843886.92,677343.97,15311.68,71,189,7.35,4.58,9.15,13.1,31.94,19.74
BG-04278,Nova Tektek Group,Retail,United States,2,161,166846.48,157533.7,8017.68,70,117,7.7,18.15,5.86,8.63,17.86,5.58
BG-04279,Summit Marcor Systems,Finance,United Kingdom,40,234,618163.51,373290.04,25334.77,165,201,8.31,8.69,7.51,18.43,21.34,39.61
BG-04280,Blue Orafin Ventures,Energy,France,40,172,329191.98,183680.48,41221.59,195,224,6.62,6.56,5.13,9.59,9.32,44.2
BG-04281,Nova Tekcor Systems,Logistics,Nigeria,30,752,338916.16,283138.19,18411.07,73,124,8.32,22.83,4.62,5.41,9.2,16.46
BG-04282,Apex Oraora Ventures,Healthcare,United Kingdom,15,324,229422.6,167937.75,31101.69,27,76,6.34,15.1,7.57,2.73,53.51,26.8
BG-04283,Prime Medvia Group,Real Estate,South Africa,26,191,329189.61,208431.35,41061.97,29,74,7.22,6.38,6.79,17.97,6.36,36.68
BG-04284,Nova Viazen Ventures,Logistics,United Kingdom,41,719,120194.8,88741.53,16588.18,15,16,6.13,24.02,3.92,17.22,13.11,26.17
BG-04285,Nova Lumtek Systems,Technology,Nigeria,40,152,646335.27,451133.86,17304.41,82,193,8.09,7.45,7.52,25.25,23.36,30.2
BG-04286,Vertex Tekmed Systems,Technology,France,41,126,108367.27,87094.54,4209.24,13,29,7.88,16.86,8.68,14.22,45.15,19.63
BG-04287,Bright Oraora Ventures,Finance,Brazil,33,57,453970.48,263839.47,22959.0,259,481,6.93,8.44,4.63,17.43,21.08,41.88
BG-04288,Vertex Oravia Labs,Manufacturing,Australia,5,196,318949.46,301229.96,37293.23,163,211,6.77,18.27,6.75,1.49,29.9,5.56
BG-04289,Nova Oracor Systems,Manufacturing,Brazil,20,610,1292219.44,840828.06,105161.32,126,262,7.06,1.0,7.39,4.08,21.71,34.93
BG-04290,Bright Oraora Works,Retail,United Kingdom,17,340,340465.73,276651.0,27919.94,36,56,7.12,11.83,5.8,7.9,26.7,18.74
BG-04291,Blue Marcor Labs,Retail,United Kingdom,21,295,305758.54,250398.36,40461.8,33,67,7.42,27.51,4.71,16.08,3.94,18.11
BG-04292,Nova Viazen Dynamics,Manufacturing,South Africa,27,1363,178654.55,111714.36,14413.43,18,51,6.13,21.56,3.91,6.53,1.14,37.47
BG-04293,Nova Viamed Systems,Retail,India,12,565,146330.82,109499.8,18385.0,14,15,6.58,16.48,3.66,9.96,46.34,25.17
BG-04294,Prime Teksol Holdings,Healthcare,South Africa,21,544,189143.2,123054.7,4120.92,79,145,6.65,11.89,5.63,12.09,-3.14,34.94
BG-04295,Summit Orasol Group,Hospitality,Germany,19,306,88872.75,78045.85,10889.52,9,17,5.95,31.42,5.46,24.72,-15.81,12.18
BG-04296,Bright Viavia Ventures,Education,Brazil,14,590,213107.24,188460.5,22309.63,103,286,8.18,13.63,6.54,10.55,15.33,11.57
BG-04297,Blue Oravia Holdings,Finance,United Kingdom,6,155,346139.41,254435.37,35665.37,17,58,6.78,8.37,7.6,22.07,8.22,26.49
BG-04298,Vertex Zensol Group,Education,Canada,31,216,56789.78,38858.49,6703.28,17,36,8.96,24.78,6.67,12.43,30.16,31.57
BG-04299,Summit Zenmed Labs,Energy,Nigeria,35,166,421405.43,321771.48,13652.95,75,569,7.48,8.06,5.15,5.52,6.02,23.64
BG-04300,Apex Solcor Group,Technology,Nigeria,28,813,2306743.41,1813072.14,42132.29,505,693,6.7,30.12,7.88,16.58,41.79,21.4
BG-04301,Apex Tekmed Systems,Finance,Australia,22,169,517816.18,329170.96,10975.38,132,467,7.87,12.44,6.38,3.62,28.98,36.43
BG-04302,Vertex Lumora Holdings,Finance,France,20,123,677103.87,340031.49,92605.55,229,645,8.58,20.33,8.6,18.81,9.15,49.78
BG-04303,Prime Viatek Systems,Manufacturing,Nigeria,19,547,581891.21,353913.25,14832.68,86,257,8.86,8.53,8.68,38.93,9.77,39.18
BG-04304,Apex Medzen Group,Hospitality,France,3,328,262036.37,218207.46,25696.48,38,122,4.81,28.11,5.76,7.67,35.84,16.73
BG-04305,Blue Marmed Works,Real Estate,France,35,205,358554.92,245033.18,35781.46,97,261,7.01,8.89,7.32,18.04,17.99,31.66
BG-04306,Prime Marlum Labs,Finance,France,5,531,132839.93,59310.22,15931.68,10,16,8.25,15.04,6.54,3.18,14.36,55.35
BG-04307,Vertex Solsol Labs,Education,Germany,16,194,202391.08,171191.89,22207.81,60,257,7.95,29.15,5.4,4.37,-0.39,15.42
BG-04308,Apex Sollum Systems,Manufacturing,Germany,34,541,501661.76,422550.07,49580.24,47,128,5.41,7.27,5.88,10.3,8.94,15.77
BG-04309,Blue Lumlum Dynamics,Retail,Canada,10,439,166368.26,147968.26,22858.09,20,38,7.62,17.5,4.82,14.9,7.85,11.06
BG-04310,Nova Fincor Ventures,Hospitality,Australia,34,387,200851.3,157114.45,20517.41,10,126,6.98,22.67,6.1,4.2,14.38,21.78
BG-04311,Summit Viasol Labs,Energy,Brazil,33,364,835148.77,604000.65,48856.57,78,231,6.53,16.72,7.71,12.31,31.35,27.68
BG-04312,Vertex Solmed Works,Education,United Kingdom,25,54,273774.48,190448.67,20516.35,25,39,7.43,14.25,6.48,10.3,14.99,30.44
BG-04313,Prime Solfin Works,Technology,France,29,84,249030.91,169680.92,8374.16,40,113,8.38,1.0,8.5,18.46,23.08,31.86
BG-04314,Bright Viazen Systems,Education,Canada,38,355,274706.92,179819.91,19725.11,15,77,9.24,13.47,6.64,9.04,-3.65,34.54
BG-04315,Bright Lumora Holdings,Finance,South Africa,4,337,262070.48,175914.08,18319.02,38,103,7.79,4.57,9.21,6.28,8.33,32.88
BG-04316,Prime Solcor Labs,Manufacturing,India,35,1593,228475.81,151125.4,14239.4,45,70,6.58,19.13,5.83,10.14,31.5,33.85
BG-04317,Prime Zenora Systems,Hospitality,Australia,33,115,151824.42,121732.79,19639.62,17,27,8.38,43.19,6.43,18.09,6.18,19.82
BG-04318,Bright Tekfin Systems,Energy,Germany,25,178,680987.03,482557.08,48810.32,82,267,6.48,12.51,7.48,27.68,40.93,29.14
BG-04319,Vertex Finvia Ventures,Retail,India,15,269,275731.4,225674.68,28077.92,96,101,4.46,18.78,4.05,12.31,-2.52,18.15
BG-04320,Apex Teklum Works,Logistics,Australia,13,242,195836.88,173114.88,9281.85,53,83,6.21,13.75,6.55,8.24,5.93,11.6
BG-04321,Summit Marmar Group,Logistics,United Kingdom,34,544,1062544.19,834254.15,49146.72,422,772,7.03,15.63,5.31,8.88,25.85,21.49
BG-04322,Bright Oracor Ventures,Logistics,South Africa,3,286,264044.33,229487.21,11026.68,379,253,7.77,13.0,5.68,14.47,-5.84,13.09
BG-04323,Summit Corcor Labs,Real Estate,Australia,35,137,569340.19,435716.95,78400.51,52,239,7.68,4.26,7.1,33.45,31.67,23.47
BG-04324,Summit Solora Systems,Technology,Brazil,13,59,362204.41,241932.07,33337.34,14,52,7.17,14.26,7.44,24.13,27.91,33.21
BG-04325,Apex Sollum Dynamics,Manufacturing,Australia,30,848,840817.79,584718.4,102740.24,77,199,4.82,15.56,5.81,22.83,18.97,30.46
BG-04326,Apex Zensol Ventures,Education,United Kingdom,20,133,289420.72,232634.12,33194.27,31,48,6.94,6.38,7.64,30.39,4.51,19.62
BG-04327,Bright Tekvia Holdings,Logistics,Brazil,18,1042,248299.94,197502.22,33182.93,73,201,8.66,24.01,6.39,14.05,17.76,20.46
BG-04328,Bright Solsol Group,Finance,South Africa,8,126,937362.58,759447.91,51254.61,481,1438,7.8,9.94,6.07,8.82,26.83,18.98
BG-04329,Blue Medmar Group,Real Estate,Australia,18,389,617343.9,404823.75,15467.14,80,153,8.77,20.53,6.19,2.3,13.27,34.42
BG-04330,Summit Oramed Group,Energy,United Kingdom,10,827,299963.82,178199.27,16998.07,19,79,7.19,3.22,5.92,3.78,5.93,40.59
BG-04331,Prime Solvia Ventures,Real Estate,Nigeria,28,89,569779.04,396367.61,32742.5,58,173,9.09,5.58,4.66,21.65,30.87,30.43
BG-04332,Apex Viavia Labs,Retail,Australia,13,679,148374.1,122203.85,3572.03,18,31,6.09,24.77,6.67,13.66,30.6,17.64
BG-04333,Vertex Solmar Holdings,Energy,Australia,12,641,912544.12,539833.88,48123.86,167,638,7.45,10.71,4.4,23.82,21.72,40.84
BG-04334,Bright Solsol Works,Retail,United Kingdom,33,857,269710.96,236533.89,25549.72,36,29,7.49,18.5,5.33,29.51,22.71,12.3
BG-04335,Apex Medcor Group,Real Estate,India,38,139,344424.01,205147.71,25393.11,33,95,5.2,9.65,6.9,1.96,18.09,40.44
BG-04336,Bright Tekora Dynamics,Real Estate,Brazil,30,62,1103057.57,752243.94,35346.16,105,175,7.33,15.8,5.95,3.09,24.8,31.8
BG-04337,Prime Lumfin Systems,Retail,France,11,77,253629.77,214526.58,8503.54,40,97,7.21,27.14,6.45,38.58,26.48,15.42
BG-04338,Vertex Solzen Labs,Healthcare,Brazil,7,50,433266.94,280802.65,6514.64,67,629,7.62,20.97,4.61,7.21,24.91,35.19
BG-04339,Blue Corlum Ventures,Healthcare,Germany,19,647,518858.42,307719.03,67537.0,76,256,8.03,12.49,7.12,2.38,15.92,40.69
BG-04340,Prime Finsol Labs,Hospitality,Nigeria,42,1078,107428.4,77505.61,2470.75,15,30,6.87,30.9,4.55,31.19,-5.37,27.85
BG-04341,Nova Marmed Dynamics,Retail,Australia,19,140,220437.49,222481.02,30483.71,15,57,6.86,14.18,5.99,21.55,23.13,-0.93
BG-04342,Bright Oramar Labs,Hospitality,Canada,28,27,186150.35,110720.0,3795.88,23,37,7.5,32.69,4.05,19.77,-1.98,40.52
BG-04343,Blue Marvia Dynamics,Technology,Australia,37,81,109105.89,64039.27,5050.86,15,22,7.79,10.74,9.12,2.42,33.84,41.31
BG-04344,Vertex Marcor Group,Retail,India,18,375,144518.28,103454.87,15258.92,10,18,5.23,17.18,5.82,7.62,12.34,28.41
BG-04345,Summit Finfin Ventures,Education,United Kingdom,29,205,196492.15,139336.97,3632.26,23,59,7.93,5.88,6.27,6.45,17.15,29.09
BG-04346,Prime Orazen Holdings,Manufacturing,Germany,39,152,460095.48,381463.02,16804.13,43,59,6.94,14.73,5.88,1.54,16.35,17.09
BG-04347,Summit Cormed Holdings,Education,Brazil,10,35,124213.77,88329.36,10527.19,47,63,8.05,16.99,7.45,24.48,33.62,28.89
BG-04348,Nova Viafin Labs,Technology,Nigeria,43,1330,833600.2,518921.09,31982.87,157,321,8.39,19.75,10.0,45.0,29.08,37.75
BG-04349,Summit Lummar Labs,Retail,Canada,29,25,818465.75,569651.97,104798.27,125,265,5.91,28.65,6.6,7.71,5.12,30.4
BG-04350,Prime Solvia Dynamics,Technology,Germany,22,411,209929.95,141041.54,20932.95,263,707,8.01,4.65,8.76,8.62,29.56,32.81
BG-04351,Bright Viaora Group,Real Estate,India,38,171,560323.38,414183.46,77752.89,48,110,6.43,8.09,6.43,19.68,25.73,26.08
BG-04352,Blue Fincor Ventures,Retail,Germany,32,696,135102.45,149481.45,2290.26,19,30,7.2,23.94,7.04,13.39,17.71,-10.64
BG-04353,Bright Solzen Dynamics,Technology,Brazil,1,159,765427.65,608392.18,87993.36,114,219,7.22,12.39,8.92,6.65,34.69,20.52
BG-04354,Apex Tekora Labs,Hospitality,Canada,5,219,347144.51,251584.61,38386.14,15,78,7.46,27.23,3.66,9.7,5.15,27.53
BG-04355,Nova Medlum Systems,Healthcare,France,11,122,189850.71,131933.35,23196.37,76,103,7.29,23.72,6.72,6.47,31.56,30.51
BG-04356,Blue Solmed Works,Retail,Nigeria,11,223,116324.98,83327.76,13760.04,12,38,7.87,19.58,5.27,6.92,32.95,28.37
BG-04357,Nova Medzen Works,Logistics,South Africa,30,194,531050.71,456069.89,12662.21,50,304,6.68,12.57,5.48,35.74,7.88,14.12
BG-04358,Blue Marfin Ventures,Education,Brazil,22,93,145176.3,128661.95,2603.24,39,102,8.37,15.75,7.0,21.65,10.97,11.38
BG-04359,Bright Lummar Labs,Manufacturing,Germany,28,992,535857.53,468758.75,48054.57,90,192,6.61,7.25,7.24,2.38,17.82,12.52
BG-04360,Summit Orafin Labs,Technology,Nigeria,1,55,498142.15,376226.31,22703.26,84,93,7.94,14.31,8.43,10.07,32.99,24.47
BG-04361,Vertex Lumzen Holdings,Education,France,14,31,302699.2,272167.88,22678.31,23,53,5.79,13.7,7.56,2.67,38.79,10.09
BG-04362,Prime Finlum Ventures,Education,South Africa,5,180,190502.39,154844.69,4128.5,127,149,7.57,24.49,8.21,14.93,25.06,18.72
BG-04363,Nova Oraora Dynamics,Energy,Australia,29,55,139798.05,99487.41,12325.5,20,25,7.15,5.37,7.23,26.36,0.42,28.83
